inat_id,date,latitude,longitude,positional_accuracy,scientific_name
27063513,2019-06-15,45.28672061,-78.94167779,9,Maianthemum canadense
27065044,2019-05-24,44.257421766,-71.2540561632,6,Maianthemum canadense
27066070,2019-06-14,46.8473837393,-92.0688927546,132,Maianthemum canadense
27067243,2019-06-15,43.1181305833,-72.0025707778,NA,Maianthemum canadense
27071868,2019-06-08,48.0553032488,-90.3807798028,132,Maianthemum canadense
27074467,2019-06-15,47.78657,-92.07984,5,Maianthemum canadense
27075181,2019-06-13,35.7252398646,-82.3512257729,10,Maianthemum canadense
27082227,2019-06-01,41.7134570715,-87.463046321,15,Maianthemum canadense
27084448,2019-06-16,44.872190337,-78.9883808267,8,Maianthemum canadense
27087388,2019-06-16,46.0595795978,-73.9283650183,5,Maianthemum canadense
27091918,2019-06-16,46.1323361111,-60.3406055556,6,Maianthemum canadense
27091979,2019-06-16,44.8584106236,-78.8274316668,500,Maianthemum canadense
27091997,2019-06-16,44.8587506153,-78.8268620962,500,Maianthemum canadense
27095216,2019-06-16,46.4351997375,-94.1754989624,NA,Maianthemum canadense
27096432,2019-06-16,45.626033783,-62.5044136047,NA,Maianthemum canadense
27098330,2019-06-16,42.1624555,-73.5546583333,5,Maianthemum canadense
27098866,2019-06-16,44.5460666667,-79.0521,8,Maianthemum canadense
27099933,2019-06-15,42.5021033333,-70.912785,NA,Maianthemum canadense
27105349,2019-06-16,44.7007398971,-63.5569848742,49,Maianthemum canadense
27106328,2019-06-16,42.7062216667,-77.4123466667,5,Maianthemum canadense
27106649,2019-06-16,46.4022800233,-80.9951957824,6,Maianthemum canadense
27107083,2019-06-15,46.4783086343,-86.6257994995,17,Maianthemum canadense
27107247,2019-06-16,44.4765930176,-64.6348876953,NA,Maianthemum canadense
27107943,2019-06-16,45.0108673471,-70.1717748028,5,Maianthemum canadense
27108178,2019-06-16,44.9944915771,-81.2340545654,NA,Maianthemum canadense
27113086,2019-06-16,44.2965316772,-81.5884094238,NA,Maianthemum canadense
27114120,2019-06-16,53.618686676,-114.0702972412,NA,Maianthemum canadense
27118896,2019-06-14,43.7697556898,-75.2163751603,152,Maianthemum canadense
27119136,2019-06-09,44.498759,-77.211013,NA,Maianthemum canadense
27121084,2019-06-16,45.167891183,-79.2987449963,5389,Maianthemum canadense
27121203,2019-06-16,45.3917698661,-75.5091046439,31,Maianthemum canadense
27123911,2019-06-16,45.89207048,-91.28317332,8,Maianthemum canadense
27124895,2019-06-16,46.8974990845,-60.448890686,NA,Maianthemum canadense
27125286,2019-06-15,46.38991,-73.5087,22,Maianthemum canadense
27126665,2019-06-08,42.4124354871,-76.7875004539,31,Maianthemum canadense
27128095,2019-06-16,47.6639162719,-92.5730868883,24,Maianthemum canadense
27130689,2019-06-14,43.98338,-70.465255,10,Maianthemum canadense
27147373,2019-06-16,46.3491859436,-79.1133575439,NA,Maianthemum canadense
27149868,2019-06-16,44.1416913132,-71.6842179001,10,Maianthemum canadense
27150658,2019-06-16,44.1369497125,-71.6908207443,30,Maianthemum canadense
27150701,2019-06-16,45.5717908367,-78.5006539092,121,Maianthemum canadense
27150946,2019-06-16,44.1384938686,-71.7025502958,5,Maianthemum canadense
27153534,2019-06-15,47.4899307644,-84.8108161194,4,Maianthemum canadense
27153703,2019-06-16,44.1482699337,-71.7057440524,10,Maianthemum canadense
27154147,2019-06-16,44.156644377,-71.6986863223,5,Maianthemum canadense
27156431,2019-06-16,46.8091716667,-60.7306333333,24,Maianthemum canadense
27157615,2019-06-11,43.4861686735,-73.0258877353,61,Maianthemum canadense
27159697,2019-06-14,45.5965774,-63.1223631,6902,Maianthemum canadense
27161732,2019-06-16,44.396345,-72.7775633333,96,Maianthemum canadense
27163335,2019-06-12,44.9943966667,-81.2343133333,24,Maianthemum canadense
27164299,2019-06-17,44.3417673698,-79.7181051679,8,Maianthemum canadense
27166279,2019-06-17,47.7454456967,-90.3321930953,5,Maianthemum canadense
27169598,2019-06-17,43.4151833333,-71.97187,5,Maianthemum canadense
27169933,2019-06-12,45.394875,-75.5099333333,6,Maianthemum canadense
27171278,2019-06-16,43.9051558497,-77.2682493367,5,Maianthemum canadense
27176706,2019-06-15,43.547189,-72.856056,96,Maianthemum canadense
27177114,2019-06-17,47.7912943455,-92.0827806396,989,Maianthemum canadense
27177552,2019-06-17,45.7990810942,-65.6018630137,12,Maianthemum canadense
27178447,2019-06-17,42.94463,-72.2907433333,NA,Maianthemum canadense
27179407,2019-06-17,44.16192,-74.8527566667,NA,Maianthemum canadense
27179474,2019-06-17,44.1616833333,-74.852175,NA,Maianthemum canadense
27179562,2019-06-17,44.1614733333,-74.852321666700007,NA,Maianthemum canadense
27180490,2019-06-17,46.6296160268,-85.0381197687,17,Maianthemum canadense
27180902,2019-06-17,44.16166,-74.85294,NA,Maianthemum canadense
27185835,2019-06-17,44.3003923061,-72.9421502335,16,Maianthemum canadense
27185916,2019-06-16,46.337375,-79.51113,32,Maianthemum canadense
27186041,2019-06-16,45.5113509722,-89.550404,NA,Maianthemum canadense
27186682,2019-06-14,47.774042029,-90.356133532,61,Maianthemum canadense
27187838,2019-06-17,47.430557251,-88.236114502,NA,Maianthemum canadense
27188839,2019-06-17,49.6796007411,-94.222839251,6,Maianthemum canadense
27189989,2019-06-16,48.3107443511,-79.3500063437,98,Maianthemum canadense
27191066,2019-05-18,40.7060333333,-74.52706,NA,Maianthemum canadense
27199220,2019-06-17,43.5486333333,-80.2209466667,12,Maianthemum canadense
27204478,2019-06-18,45.6739883333,-69.3213883333,8,Maianthemum canadense
27205725,2019-06-17,44.2936096191,-71.2766647339,NA,Maianthemum canadense
27213590,2019-06-18,43.6445192714,-71.9346615393,5,Maianthemum canadense
27216018,2019-06-03,44.2242916667,-71.3928,5,Maianthemum canadense
27216102,2019-06-03,44.2197944444,-71.4093777778,10,Maianthemum canadense
27222674,2019-06-13,44.85775,-70.5153666667,48,Maianthemum canadense
27224234,2019-06-15,43.8225694444,-69.9462888889,5,Maianthemum canadense
27224890,2019-06-18,48.3522224426,-70.8511123657,NA,Maianthemum canadense
27228794,2019-06-12,44.2685188789,-72.5778833786,218,Maianthemum canadense
27233390,2019-06-18,46.453245,-79.46145,5,Maianthemum canadense
27233582,2019-06-18,47.871005,-77.3528833333,5,Maianthemum canadense
27242563,2019-06-17,43.9857555556,-72.9506694444,10,Maianthemum canadense
27242927,2019-06-18,46.5009002574,-86.6850662604,263,Maianthemum canadense
27243342,2019-06-18,46.5053890718,-86.6769529134,33,Maianthemum canadense
27244440,2019-06-18,47.3826055136,-91.2013991364,5,Maianthemum canadense
27245872,2019-06-18,46.4722481347,-86.6572038084,526,Maianthemum canadense
27247886,2019-06-16,47.05789,-79.37047,10,Maianthemum canadense
27249388,2019-06-18,NA,NA,88,Maianthemum canadense
27264119,2019-06-18,44.1882529529,-71.563166203,5,Maianthemum canadense
27264398,2019-06-19,36.0286634183,-81.8988930994,30,Maianthemum canadense
27269972,2019-06-18,50.0931854248,-96.6600646973,NA,Maianthemum canadense
27270206,2019-06-15,48.4599571228,-89.2276382446,NA,Maianthemum canadense
27271847,2019-06-17,44.2666106052,-71.2529426664,8,Maianthemum canadense
27273394,2019-06-17,44.2326094988,-71.6102127225,19,Maianthemum canadense
27273756,2019-06-19,48.3841840331,-89.3001522862,6,Maianthemum canadense
27275406,2019-06-17,44.2214612151,-71.5990323667,5,Maianthemum canadense
27275565,2019-06-17,44.216142688,-71.5970642959,10,Maianthemum canadense
27276604,2019-06-18,45.2926253345,-87.4408799037,263,Maianthemum canadense
27281180,2019-06-19,46.703205,-92.5261533333,5,Maianthemum canadense
27281973,2019-06-19,44.294914892,-71.2804015261,5,Maianthemum canadense
27282997,2019-06-19,42.2873549536,-73.0699131266,50,Maianthemum canadense
27285419,2019-06-19,44.2609685613,-71.2478588708,5,Maianthemum canadense
27285871,2019-06-18,44.1176959779,-79.4910120406,NA,Maianthemum canadense
27286169,2019-06-18,44.19488,-71.57801,NA,Maianthemum canadense
27291358,2019-06-18,45.3529206477,-87.4057540298,263,Maianthemum canadense
27293102,2019-06-19,44.2524599657,-71.2534424756,10,Maianthemum canadense
27293128,2019-06-18,46.0145766667,-91.5347433333,NA,Maianthemum canadense
27295204,2019-06-17,44.2090363009,-71.5938937572,10,Maianthemum canadense
27295308,2019-06-12,44.226115178,-64.5672883523,61,Maianthemum canadense
27295510,2019-06-19,46.8066336075,-92.088608835,10,Maianthemum canadense
27295536,2019-06-18,44.31652111,-68.19160871,6,Maianthemum canadense
27296639,2019-06-19,41.1831966667,-73.6879883333,10,Maianthemum canadense
27299519,2019-06-01,48.2382194444,-90.1994555556,5,Maianthemum canadense
27300447,2019-06-19,36.0267638333,-81.9014666667,5,Maianthemum canadense
27302286,2019-06-19,49.5775116667,-91.1323695,16,Maianthemum canadense
27305100,2019-06-18,44.1187778333,-84.8637783333,60,Maianthemum canadense
27305302,2019-06-19,47.7695383333,-94.0825945,10,Maianthemum canadense
27306341,2019-05-25,42.4797363281,-70.9880599976,NA,Maianthemum canadense
27315658,2019-06-06,42.4464839363,-87.8927104226,24,Maianthemum canadense
27318225,2019-06-19,48.43279207,-68.54726109,8,Maianthemum canadense
27319253,2019-06-20,42.9098197536,-71.0727210978,8,Maianthemum canadense
27319888,2019-06-20,43.632523343,-72.5174989366,30,Maianthemum canadense
27320103,2019-06-20,43.6325708047,-72.5180549459,8,Maianthemum canadense
27322195,2019-06-17,46.01323487,-92.1090259776,263,Maianthemum canadense
27322447,2019-06-19,48.4927125221,-89.3568990635,NA,Maianthemum canadense
27324245,2019-06-18,43.9784166667,-80.0326083333,96,Maianthemum canadense
27328284,2019-06-20,46.8089732,-92.147242,8,Maianthemum canadense
27330361,2019-06-20,46.3116472,-85.9466196,3900,Maianthemum canadense
27331185,2019-06-20,46.3583335876,-94.2205581665,NA,Maianthemum canadense
27332070,2019-06-20,46.7032133333,-92.5253966667,30,Maianthemum canadense
27338045,2019-06-16,44.5821916667,-72.7398216667,5,Maianthemum canadense
27339368,2019-06-20,43.6326522567,-72.40700542,10,Maianthemum canadense
27346628,2019-06-20,45.8338088793,-64.5114973588,12,Maianthemum canadense
27350994,2019-06-20,44.61827617,-63.62432468,4,Maianthemum canadense
27351708,2019-06-20,44.7971206438,-63.1496231072,5,Maianthemum canadense
27352614,2019-06-20,46.2257116667,-82.0763083333,5,Maianthemum canadense
27353537,2019-06-20,45.4906312137,-60.9271328151,1052,Maianthemum canadense
27355654,2019-06-20,47.5700627,-52.6819574,214,Maianthemum canadense
27363465,2019-06-14,43.4940801572,-80.5843019162,210,Maianthemum canadense
27372320,2019-06-21,44.8468958285,-78.8060782817,32,Maianthemum canadense
27375744,2019-06-21,44.2589318427,-71.2537909952,5,Maianthemum canadense
27377530,2019-06-17,44.6109659735,-72.355147662,334,Maianthemum canadense
27378765,2019-06-16,45.2813709654,-76.6874341139,31,Maianthemum canadense
27379797,2019-06-19,47.81774025,-90.0555297,13,Maianthemum canadense
27380317,2019-06-12,46.6531666667,-92.3705216667,5,Maianthemum canadense
27380823,2019-06-21,48.4981283333,-71.0678471667,2679,Maianthemum canadense
27381118,2019-06-21,46.3321638456,-79.4751361164,24,Maianthemum canadense
27383668,2019-06-21,45.0734533417,-87.1182138474,5,Maianthemum canadense
27389394,2019-06-21,46.6106452942,-91.8925476074,NA,Maianthemum canadense
27390055,2019-06-21,45.7086334229,-85.5548019409,NA,Maianthemum canadense
27392306,2019-06-21,47.5012110754,-94.4799356288,8,Maianthemum canadense
27402510,2019-06-21,47.5442200282,-92.3067081808,171,Maianthemum canadense
27404339,2019-06-21,42.67687877,-72.33597358,4,Maianthemum canadense
27406665,2019-06-21,44.15204,-74.788435,NA,Maianthemum canadense
27407877,2019-06-21,35.7009116667,-82.4052283333,5,Maianthemum canadense
27411702,2019-06-18,47.1500196323,-71.3583077118,4208,Maianthemum canadense
27413749,2019-06-21,46.6071051506,-87.4734345451,263,Maianthemum canadense
27415971,2018-09-17,52.0729011763,-106.7218987531,982,Maianthemum canadense
27426309,2019-06-22,42.49507321,-71.53951546,21,Maianthemum canadense
27428072,2019-06-22,42.5007828931,-71.5344903712,10,Maianthemum canadense
27430616,2019-06-22,44.8526298395,-79.8659354915,5,Maianthemum canadense
27430676,2019-06-22,48.83653917,-64.48484406,7,Maianthemum canadense
27431286,2019-06-22,44.8521905439,-79.867356727,5,Maianthemum canadense
27431967,2019-06-22,42.4976473893,-71.5369347309,9,Maianthemum canadense
27432427,2019-06-22,42.52200417,-71.52982372,8,Maianthemum canadense
27433756,2019-06-22,44.8493652139,-79.8639067356,5,Maianthemum canadense
27433798,2019-06-22,42.4955742527,-71.5460938588,10,Maianthemum canadense
27434063,2019-06-22,44.5801600675,-66.7553803046,5,Maianthemum canadense
27435591,2019-06-22,42.5053503178,-71.5099264496,10,Maianthemum canadense
27435877,2019-06-22,42.5293529453,-71.562215779,5,Maianthemum canadense
27439107,2019-06-22,41.68636231,-89.30541777,8,Maianthemum canadense
27440525,2019-06-22,46.4115666667,-63.0923695,6,Maianthemum canadense
27441959,2019-06-22,43.001326472,-72.5953133404,176,Maianthemum canadense
27444340,2019-06-22,42.1101416667,-71.1827383333,5,Maianthemum canadense
27450738,2019-06-22,44.8574772198,-79.864391964,5,Maianthemum canadense
27451937,2019-06-22,44.3480616667,-78.2814866667,7,Maianthemum canadense
27452153,2019-06-22,46.6610416667,-91.053025,7,Maianthemum canadense
27462757,2019-06-19,45.187419816,-85.0456357376,5,Maianthemum canadense
27462936,2019-06-09,44.8036812459,-63.6151242357,250,Maianthemum canadense
27470438,2019-06-22,41.0736195,-73.757295,5,Maianthemum canadense
27471340,2019-06-22,42.5378787658,-71.5299549234,10,Maianthemum canadense
27472625,2019-06-22,46.1413178523,-64.7724111429,666,Maianthemum canadense
27474622,2019-06-22,49.4147224426,-91.693611145,NA,Maianthemum canadense
27480100,2019-06-22,46.2936571049,-78.879285492,33,Maianthemum canadense
27481049,2019-06-08,44.5019527778,-65.2472083333,10,Maianthemum canadense
27485325,2018-06-24,53.9354426737,-106.0642214177,317,Maianthemum canadense
27495281,2019-06-18,43.836412831,-64.8536408987,15,Maianthemum canadense
27495408,2019-06-22,43.6427416667,-71.9210283333,5,Maianthemum canadense
27495741,2019-06-23,43.8666267395,-71.6113815308,NA,Maianthemum canadense
27498696,2019-06-22,42.5292323297,-71.5622818284,65,Maianthemum canadense
27498809,2019-06-22,50.1745623071,-96.2381043659,5,Maianthemum canadense
27498966,2019-06-23,44.5631133333,-74.1522055,10,Maianthemum canadense
27499756,2019-06-20,47.0831971667,-92.1492695,32,Maianthemum canadense
27502845,2019-06-23,42.4388319115,-71.1809427851,5,Maianthemum canadense
27507736,2019-06-23,39.1008695,-79.5266416667,5,Maianthemum canadense
27511557,2019-06-22,45.5886020384,-78.3711215208,318,Maianthemum canadense
27513267,2019-06-23,43.6498579458,-72.6596925287,176,Maianthemum canadense
27513353,2019-05-17,41.2309814166,-74.7497145012,241,Maianthemum canadense
27516696,2019-06-21,46.6040420847,-87.4711228162,263,Maianthemum canadense
27517138,2019-06-23,46.0532690331,-81.2931960508,77,Maianthemum canadense
27521633,2019-06-22,46.0888900757,-77.4758300781,NA,Maianthemum canadense
27524975,2019-06-23,44.15634,-74.7997066667,NA,Maianthemum canadense
27525040,2019-06-23,44.15631,-74.7997333333,NA,Maianthemum canadense
27525047,2019-06-23,44.15631,-74.7997333333,NA,Maianthemum canadense
27525120,2019-06-23,43.2317383333,-71.5321283333,10,Maianthemum canadense
27529896,2019-06-15,43.9429054689,-71.5105020349,5,Maianthemum canadense
27531951,2019-06-23,46.3372833333,-79.5112216667,5,Maianthemum canadense
27534175,2019-06-05,43.7299164567,-72.3398546869,2383,Maianthemum canadense
27544110,2019-06-23,44.9927714681,-76.5458709508,140,Maianthemum canadense
27545122,2019-06-23,46.1866283333,-62.6753583333,24,Maianthemum canadense
27545910,2019-06-21,47.3601473651,-54.8876064643,17,Maianthemum canadense
27547274,2019-06-22,45.9305822538,-80.5653760323,244,Maianthemum canadense
27555478,2019-06-23,45.436505,-71.9747166667,16,Maianthemum canadense
27557596,2019-06-23,45.4133416667,-63.4358033333,5,Maianthemum canadense
27569775,2019-06-24,39.6742185206,-79.777196115,10,Maianthemum canadense
27570508,2019-06-22,45.5965774,-63.1223631,6902,Maianthemum canadense
27571566,2017-04-25,41.5703972222,-81.4822833333,5,Maianthemum canadense
27572433,2019-06-24,44.2756859679,-68.3264503722,5,Maianthemum canadense
27573874,2019-06-24,43.7888467592,-70.330504831,5,Maianthemum canadense
27576940,2019-06-23,43.6516974812,-72.650940679,66,Maianthemum canadense
27577982,2019-06-22,41.3183436,-89.0177838,28,Maianthemum canadense
27582848,2019-06-24,41.7619416817,-74.1668726598,10,Maianthemum canadense
27584266,2019-06-08,42.7973033333,-80.4522166667,16,Maianthemum canadense
27585431,2019-06-24,44.1291481287,-79.4886175814,2137,Maianthemum canadense
27585676,2019-06-24,44.1301532579,-79.4887938108,2137,Maianthemum canadense
27591757,2019-06-22,43.7061314,-71.4985727,3200,Maianthemum canadense
27594831,2019-06-24,46.044282175,-81.3249276224,77,Maianthemum canadense
27596775,2019-06-24,46.6792460718,-72.8649647814,10,Maianthemum canadense
27597193,2019-06-24,47.3847473571,-91.2446664259,8,Maianthemum canadense
27598493,2019-06-23,41.7274666667,-74.2379916667,30,Maianthemum canadense
27601540,2019-06-21,46.4739883333,-86.7923883333,5,Maianthemum canadense
27601936,2019-06-24,45.9805,-84.9653033333,5,Maianthemum canadense
27603501,2019-06-24,47.5152366063,-94.0437008891,65,Maianthemum canadense
27605502,2019-06-24,43.467018664,-80.4986076858,72,Maianthemum canadense
27606509,2019-06-24,45.3494041564,-72.2095232905,3824,Maianthemum canadense
27607036,2019-06-23,47.8558636755,-70.4289353639,33,Maianthemum canadense
27611180,2019-06-20,44.33548133,-68.27976583,9,Maianthemum canadense
27630761,2019-06-24,44.3184802881,-65.3049387449,35075,Maianthemum canadense
27631158,2019-05-29,44.3706004182,-71.2890197151,5,Maianthemum canadense
27641504,2019-06-06,NA,NA,180,Maianthemum canadense
27642971,2019-06-25,45.2534294128,-64.9937591553,NA,Maianthemum canadense
27643795,2019-06-21,45.2575420097,-72.154505756,9407,Maianthemum canadense
27643798,2019-06-24,44.3033305556,-72.890525,5,Maianthemum canadense
27651856,2019-06-23,43.6430015564,-72.65574646,NA,Maianthemum canadense
27653911,2019-06-25,46.4597769608,-73.1433504289,7591,Maianthemum canadense
27655470,2019-06-25,46.208145,-60.3149916667,6,Maianthemum canadense
27664796,2019-06-25,45.683672411,-61.9812544217,12,Maianthemum canadense
27666814,2019-06-23,44.900764,-79.7575,NA,Maianthemum canadense
27667655,2019-06-16,46.3070715,-79.4438278,192,Maianthemum canadense
27667980,2019-06-21,46.699445,-89.974,6,Maianthemum canadense
27671025,2019-06-25,43.5512413889,-79.6430063889,5,Maianthemum canadense
27673265,2019-06-25,45.0293771802,-75.1718106597,10,Maianthemum canadense
27673383,2019-06-15,43.8602393598,-79.7707124183,NA,Maianthemum canadense
27676841,2019-06-14,46.8925940513,-92.3226119578,176,Maianthemum canadense
27688561,2019-06-22,55.1372638333,-117.57132,16,Maianthemum canadense
27697067,2019-06-26,46.65464177,-60.35330558,8,Maianthemum canadense
27703407,2019-06-26,43.3868033333,-80.4496,5,Maianthemum canadense
27715290,2019-06-25,46.6523718462,-92.3735981529,5,Maianthemum canadense
27717391,2019-06-22,42.4976638889,-71.5369138889,11,Maianthemum canadense
27718334,2019-06-26,44.6101598209,-72.2892624792,5,Maianthemum canadense
27719309,2019-06-26,47.8258030024,-90.3754387704,5,Maianthemum canadense
27722335,2019-06-26,42.61031208,-71.99630921,7,Maianthemum canadense
27725353,2019-06-26,48.5796966667,-80.89363,5,Maianthemum canadense
27736275,2019-06-23,44.3536166667,-78.308,NA,Maianthemum canadense
27752261,2019-06-26,44.1144833333,-72.9436277778,10,Maianthemum canadense
27765780,2019-06-27,44.8981204285,-79.8489662541,12,Maianthemum canadense
27767259,2019-06-27,42.4151916667,-87.81125,20,Maianthemum canadense
27769391,2019-06-27,48.4319166667,-89.33358,24,Maianthemum canadense
27770869,2019-06-27,48.7905676431,-86.6304480192,10,Maianthemum canadense
27773941,2019-06-17,46.2955604168,-78.8872650638,175,Maianthemum canadense
27775799,2019-06-21,45.4097783333,-79.01365555,6,Maianthemum canadense
27781043,2019-06-27,48.7900941476,-86.6300574025,6,Maianthemum canadense
27782451,2019-06-09,44.4557416,-68.4807801,190,Maianthemum canadense
27786173,2019-06-26,45.112951845,-70.3247216531,5,Maianthemum canadense
27786201,2019-06-26,45.1350573218,-70.2970267744,19,Maianthemum canadense
27788656,2019-06-26,45.147191207,-70.2820388228,10,Maianthemum canadense
27789347,2019-05-19,43.9943733333,-77.7005533333,NA,Maianthemum canadense
27789997,2019-06-27,45.1437891182,-70.3297953029,5,Maianthemum canadense
27790086,2019-06-27,45.1438538265,-70.3297898547,10,Maianthemum canadense
27790703,2019-06-27,45.1179834595,-70.3206024506,5,Maianthemum canadense
27806068,2019-06-26,45.9810917652,-60.2550765127,33,Maianthemum canadense
27814674,2019-06-28,46.79919443,-66.57044857,7,Maianthemum canadense
27825183,2019-06-28,42.4518104503,-71.0921649356,5,Maianthemum canadense
27825534,2019-06-28,44.528709054,-72.8151298408,5,Maianthemum canadense
27826828,2019-06-21,53.7334237955,-122.8558673072,NA,Maianthemum canadense
27828664,2019-06-17,46.5337006869,-87.4238176391,361,Maianthemum canadense
27831493,2019-06-28,44.2662491603,-71.5419518576,5,Maianthemum canadense
27845163,2019-06-16,54.4725452706,-109.3016595818,87,Maianthemum canadense
27850606,2019-06-28,44.205265,-74.8395366667,NA,Maianthemum canadense
27850618,2019-06-28,44.2052966667,-74.8382966667,NA,Maianthemum canadense
27850619,2019-06-28,44.2052966667,-74.8382966667,NA,Maianthemum canadense
27852692,2019-06-28,44.03790046,-71.784119325,68,Maianthemum canadense
27861286,2019-06-04,35.697605,-82.3831783333,5,Maianthemum canadense
27862124,2019-06-20,42.7023466667,-86.1966333333,8,Maianthemum canadense
27863091,2019-06-16,43.3574916565,-79.8609521502,4,Maianthemum canadense
27865814,2019-06-28,48.47556193,-92.70978947,8,Maianthemum canadense
27868427,2019-06-16,48.1359722222,-69.7164722222,5,Maianthemum canadense
27868510,2019-05-12,39.5896278663,-79.2136162409,3097,Maianthemum canadense
27873969,2019-06-29,44.1565854103,-71.698648017,5,Maianthemum canadense
27883096,2019-06-29,42.20947143,-71.60148561,13,Maianthemum canadense
27886714,2019-06-29,44.1567693931,-71.6988009029,10,Maianthemum canadense
27894515,2019-06-29,43.7304583333,-71.58352,165,Maianthemum canadense
27899530,2019-06-29,41.704935059,-79.6644523927,10,Maianthemum canadense
27906710,2019-06-26,35.7088068947,-82.27431933,200,Maianthemum canadense
27907015,2019-06-29,43.7839997222,-79.9488080556,10,Maianthemum canadense
27909627,2019-06-29,48.646951327,-89.2471599206,66,Maianthemum canadense
27921841,2019-06-13,48.7476373549,-93.7692204027,NA,Maianthemum canadense
27923841,2019-06-07,45.6740327,-69.32306985,8,Maianthemum canadense
27924045,2019-06-09,45.67394122,-69.31935216,4,Maianthemum canadense
27924582,2019-06-29,44.6368003197,-64.0690329375,38,Maianthemum canadense
27924629,2019-06-25,46.64165,-60.9457166667,8,Maianthemum canadense
27929181,2019-06-26,47.1450416667,-91.46795,5,Maianthemum canadense
27949536,2019-06-30,43.2517899991,-79.9032027506,352,Maianthemum canadense
27957611,2019-06-30,42.1820865573,-76.1634925334,145,Maianthemum canadense
27962309,2019-06-30,44.31017477,-72.86927543,9,Maianthemum canadense
27962913,2019-06-23,46.3744786538,-75.9505750984,8415,Maianthemum canadense
27966599,2019-06-17,49.0434166667,-68.4548888889,5,Maianthemum canadense
27968462,2019-06-28,44.114375,-72.9440083333,12,Maianthemum canadense
27968590,2019-06-30,52.99822147,-114.72334588,5,Maianthemum canadense
27995361,2019-07-01,43.3254398453,-80.3902158927,4,Maianthemum canadense
27998522,2019-07-01,44.1881187012,-71.5630112542,24,Maianthemum canadense
28003374,2019-06-30,48.1754283333,-89.28964,NA,Maianthemum canadense
28003748,2019-06-30,48.1774016667,-89.293585,NA,Maianthemum canadense
28009370,2019-07-01,46.0106722167,-60.2599366667,5,Maianthemum canadense
28009800,2019-07-01,44.6466666383,-78.3901433738,8,Maianthemum canadense
28012960,2019-07-01,46.5943447662,-84.2673921213,66,Maianthemum canadense
28015113,2019-06-25,46.786848,-71.334104,181,Maianthemum canadense
28020275,2019-06-29,46.92082275,-90.55584853,6,Maianthemum canadense
28023518,2019-07-01,45.487103,-76.080456,458,Maianthemum canadense
28026036,2019-06-27,48.407166,-83.529579,NA,Maianthemum canadense
28026428,2019-07-01,44.3397214869,-78.2472231053,9,Maianthemum canadense
28029076,2019-06-28,48.5718863008,-80.8888189103,9,Maianthemum canadense
28031539,2019-07-01,47.3481666667,-91.2063916667,5005,Maianthemum canadense
28034646,2019-07-01,46.028951518,-74.1938480103,31,Maianthemum canadense
28037012,2019-06-29,49.464169,-84.672752,NA,Maianthemum canadense
28037469,2019-06-22,46.7082216667,-89.978225,5,Maianthemum canadense
28038523,2019-07-01,45.4653283333,-75.5073866667,5,Maianthemum canadense
28039165,2019-07-01,54.0035277833,-122.9173966667,10,Maianthemum canadense
28043576,2019-07-01,52.2042694092,-114.8350296021,NA,Maianthemum canadense
28050069,2019-07-01,43.5514447222,-79.6431663889,20,Maianthemum canadense
28061805,2019-06-28,47.1512261422,-91.478940152,122,Maianthemum canadense
28083334,2019-07-02,46.5339967004,-94.28738622,30,Maianthemum canadense
28087682,2019-07-02,53.9787552785,-106.1616767384,4,Maianthemum canadense
28091814,2019-07-01,46.468445,-81.436646,NA,Maianthemum canadense
28095336,2019-07-01,43.8475766667,-64.885325,NA,Maianthemum canadense
28095822,2019-07-02,46.21737,-82.0704416667,4,Maianthemum canadense
28096043,2019-06-17,44.4645525,-72.402916,NA,Maianthemum canadense
28100194,2019-07-01,41.2209889534,-73.6433022696,48,Maianthemum canadense
28100563,2019-07-02,50.1600874728,-95.8791393881,5,Maianthemum canadense
28104468,2019-07-02,44.94528346,-87.21839283,9,Maianthemum canadense
28112810,2019-07-03,44.5362058148,-72.7894207773,15,Maianthemum canadense
28118048,2019-07-01,44.5764416667,-78.357,NA,Maianthemum canadense
28119454,2019-07-03,44.227840011,-71.3651175053,5,Maianthemum canadense
28125607,2019-07-03,39.0015951405,-76.822546078,5,Maianthemum canadense
28127231,2019-07-01,44.2094567614,-88.42036,370,Maianthemum canadense
28128828,2019-07-03,42.3618133333,-71.8326033333,5,Maianthemum canadense
28141726,2019-07-03,53.6765216667,-112.8294966667,8,Maianthemum canadense
28146409,2019-06-30,48.1414264218,-89.5426663657,40,Maianthemum canadense
28148877,2019-07-03,46.2218883333,-63.0571666667,57,Maianthemum canadense
28149192,2019-07-03,44.6265908065,-63.6047968268,175,Maianthemum canadense
28152339,2019-07-03,44.83278518,-77.66690105,9,Maianthemum canadense
28156942,2019-07-03,47.4858333333,-90.982155,100,Maianthemum canadense
28171001,2019-07-04,43.5487166667,-80.2210222222,8,Maianthemum canadense
28174460,2019-07-04,44.23666638,-72.54533077,16,Maianthemum canadense
28174918,2019-07-04,43.9636218036,-71.5576383379,10,Maianthemum canadense
28178495,2019-07-04,47.6950116,-90.5466621,30,Maianthemum canadense
28181987,2019-07-04,45.2567555059,-62.1071975837,8000,Maianthemum canadense
28189563,2019-06-29,45.604884659,-78.9480328296,465,Maianthemum canadense
28192178,2019-07-04,43.6446533203,-71.933555603,NA,Maianthemum canadense
28198878,2019-06-08,44.6911883333,-72.383,NA,Maianthemum canadense
